序号,代码,名称
"3130","T310201208","蜀羊泉"
"3131","T310201210","蛇莓"
"3132","T310201212","蛇六谷"
"3133","T310201221","蒲包草根"
"3134","T310201223","葎草"
"3135","T310201227","荠菜花"
"3136","T310201229","荔枝草"
"3137","T310201232","茭白子"
"3138","T310201235","茄蒂"
"3139","T310201236","苦石莲子"
"3140","T310201237","苦瓜干"
"3141","T310201238","苘麻"
"3142","T310201248","胡桐泪"
"3143","T310201258","绿豆衣"
"3144","T310201259","绿豆"
"3145","T310201262","红旱莲草"
"3146","T310201272","石打穿"
"3147","T310201279","白茄子"
"3148","T310201288","田皂角"
"3149","T310201292","生硼砂"
"3150","T310201295","猫人参"
"3151","T310201298","牡蒿子"
"3152","T310201299","牡蒿"
"3153","T310201301","牛筋草"
"3154","T310201309","煅人中白"
"3155","T310201315","炒牡蒿子"
"3156","T310201333","水线草"
"3157","T310201334","水杨梅根"
"3158","T310201349","桉叶"
"3159","T310201373","枸骨根"
"3160","T310201376","枸杞根"
"3161","T310201384","朱砂拌连翘心"
"3162","T310201385","木芙蓉花"
"3163","T310201402","广陵香"
"3164","T310201409","干荷蒂"
"3165","T310201417","山药藤"
"3166","T310201447","山慈菇(毛慈菇)"
"3167","T310201459","婆婆针"
"3168","T310201471","天胡荽"
"3169","T310201481","大叶三七叶(参叶)"
"3170","T310201482","夜明砂"
"3171","T310201483","墓头回"
"3172","T310201494","咸秋石"
"3173","T310201498","南瓜蒂"
"3174","T310201530","凤眼草"
"3175","T310201532","凉粉草"
"3176","T310201544","光明子"
"3177","T310201553","乌韭"
"3178","T310201554","乌蔹莓"
"3179","T310201565","马蔺子"
"3180","T310201587","苦丁茶"
"3181","T310201598","灯笼草"
"3182","T310201621","三七花"
"3183","T310201624","白河车"
"3184","T310201628","黄芩炭"
"3185","T310201685","柿霜饼"
"3186","T310201833","鹿茸草"
"3187","T310201856","穿破石"
"3188","T310201881","阴地蕨"
"3189","T310201884","铁扫帚"
"3190","T310201952","百蕊草"
"3191","T310201967","狗舌草"
"3192","T310201992","炒赤芍"
"3193","T310202023","杏香兔儿风"
"3194","T310202059","南方红豆杉"
"3195","T310202068","制半夏"
"3196","T310202074","八角莲"
"3197","T310202080","牡丹皮炭"
"3198","T310202377","炒黄芩"
"3199","T310202481","竹沥半夏"
"3200","T310202484","鸡眼草"
"3201","T310202531","马蔺花"
"3202","T310202659","炒知母"
"3203","T310202662","炒牡丹皮"
"3204","T310202666","炒椿皮"
"3205","T310202800","鲜地黄"
"3206","T310202928","人中黄"
"3207","T310202940","马兰根"
"3208","T310202943","青连翘"
"3209","T310202945","青盐半夏"
"3210","T310202948","银花子"
"3211","T310202952","铁扁担"
"3212","T310202954","酒洗大黄"
"3213","T310202974","蜜炙白薇"
"3214","T310202986","丝瓜子"
"3215","T310202988","仙半夏"
"3216","T310202989","老翘壳"
"3217","T310202993","绒线草"
"3218","T310202999","碎米荠"
"3219","T310203008","田字草"
"3220","T310203010","点地梅"
"3221","T310203012","炒黄连"
"3222","T310203014","炒黄柏"
"3223","T310203017","炒银柴胡"
"3224","T310203018","炒金银花"
"3225","T310203023","炒甜茶"
"3226","T310203025","炒瓜蒌皮"
"3227","T310203037","炒地黄"
"3228","T310203040","炒关黄柏"
"3229","T310203053","朱砂拌老翘壳"
"3230","T310203056","广天仙子"
"3231","T310203059","山慈菇(冰球子)"
"3232","T310203061","小青草"
"3233","T310203062","宋半夏"
"3234","T310203064","天葵草"
"3235","T310203065","大青草"
"3236","T310203074","功劳子"
"3237","T310203496","淡秋石"
"3238","T310203564","黛蛤散"
"3239","T310203566","玉泉散"
"3240","T310203896","南瓜藤"
"3241","T310204120","温六散(沪)"
"3242","T310204121","天水散(沪)"
"3243","T310204147","甜杏仁霜"
"3244","T310204154","南竺叶"
"3245","T310204192","猪胆膏"
"3246","T310206092","益元散(沪)"
"3247","T310206708","炒人指甲"
"3248","T310206709","苦甘草"
"3249","T310206904","银精石"
"3250","T310301243","芦荟粉"
"3251","T310301264","米炒青娘虫"
"3252","T310301265","米炒红娘虫"
"3253","T310301274","皮硝"
"3254","T310301290","生青娘虫"
"3255","T310301493","商陆"
"3256","T310301511","制芒硝"
"3257","T310302467","蜜炙紫苏子"
"3258","T310303079","制甘遂"
"3259","T310400253","透骨草"
"3260","T310400942","岗稔根"
"3261","T310400947","千斤拔"
"3262","T310400948","两面针"
"3263","T310401083","臭梧桐花"
"3264","T310401092","石楠藤"
"3265","T310401164","浙桐皮"
"3266","T310401171","青松毛"
"3267","T310401172","雷公藤"
"3268","T310401178","铁棒锤(一枝蒿)"
"3269","T310401185","野蔷薇根"
"3270","T310401194","辣蓼"
"3271","T310401215","藤梨根"
"3272","T310401230","草石蚕"
"3273","T310401231","草大戟"
"3274","T310401245","臭梧桐根"
"3275","T310401247","胡颓子根"
"3276","T310401269","砂炒猴骨"
"3277","T310401270","石龙芮"
"3278","T310401278","白茄根"
"3279","T310401313","炒路路通"
"3280","T310401316","炒木瓜"
"3281","T310401324","清明柳"
"3282","T310401470","天青地白草"
"3283","T310401531","凤仙花"
"3284","T310401542","八楞木"
"3285","T310401557","丝瓜藤"
"3286","T310401584","茶树根"
"3287","T310401588","苍耳草"
"3288","T310401650","蚕砂"
"3289","T310401798","茅莓根"
"3290","T310401933","红木香"
"3291","T310402034","接骨木"
"3292","T310402446","鸟不宿"
"3293","T310402941","香樟木"
"3294","T310402955","过山龙"
"3295","T310403000","砂炒豹骨"
"3296","T310403081","制狗脊"
"3297","T310406096","花蜘蛛"
"3298","T310501198","豆蔻壳"
"3299","T310501199","西砂壳"
"3300","T310501273","省头草"
"3301","T310501404","广藿香梗"
"3302","T310501546","佩兰梗"
"3303","T310502751","制苍术"
"3304","T310502946","阳春砂花"
"3305","T310502951","豆蔻仁"
"3306","T310502962","蜜麸炒苍术"
"3307","T310502980","藿香梗"
"3308","T310502996","米泔水苍术"
"3309","T310503071","去壳砂仁(阳春砂)"
"3310","T310503072","去壳砂仁(绿壳砂)"
"3311","T310503084","制厚朴"
"3312","T310601073","萱草根"
"3313","T310601139","炒薏苡仁"
"3314","T310601181","金葫芦"
"3315","T310601186","野葡萄藤"
"3316","T310601188","酢浆草"
"3317","T310601207","蜜炙冬瓜子"
"3318","T310601217","薏苡根"
"3319","T310601222","葫芦壳"
"3320","T310601224","萱草花"
"3321","T310601246","腹水草"
"3322","T310601268","秋葵子"
"3323","T310601302","煅鱼脑石"
"3324","T310601321","炒冬瓜子"
"3325","T310601327","泽漆"
"3326","T310601330","水蜈蚣"
"3327","T310601346","梗通草"
"3328","T310601387","木槿皮"
"3329","T310601508","制软滑石"
"3330","T310601564","马蹄金"
"3331","T310601578","赤茯苓"
"3332","T310601644","将军干"
"3333","T310601686","木槿花"
"3334","T310601991","炒车前子"
"3335","T310602447","龙须草"
"3336","T310602464","通天草"
"3337","T310602535","金丝草"
"3338","T310602801","软滑石"
"3339","T310602950","铃茵陈"
"3340","T310602976","蜜炙木槿花"
"3341","T310602984","蒲种壳"
"3342","T310603005","白茯苓"
"3343","T310603028","炒泽泻"
"3344","T310603030","炒桑白皮"
"3345","T310603043","灯心草炭"
"3346","T310603051","朱砂拌赤茯苓"
"3347","T310603054","朱砂拌白茯苓"
"3348","T310603058","带皮苓"
"3349","T310603782","赤豆衣"
"3350","T310603894","七星草"
"3351","T310604131","葵花梗心"
"3352","T310606097","虫笋"
"3353","T310701225","莳萝子"
"3354","T310701241","花椒目"
"3355","T310701251","肉豆蔻花"
"3356","T310701252","肉桂子"
"3357","T310701352","桂花子"
"3358","T310701555","乌拉草"
"3359","T310702579","芦子"
"3360","T310702625","熟附片"
"3361","T310702872","官桂"
"3362","T310702929","黄附块"
"3363","T310702990","盐附子"
"3364","T310702992","白附片"
"3365","T310703011","炮姜炭"
"3366","T310706098","艾绒"
"3367","T310706901","制吴萸"
"3368","T310800395","姜汁黄连"
"3369","T310801081","芸薹子"
"3370","T310801184","野蔷薇花"
"3371","T310801204","蜜炙橘络"
"3372","T310801276","白豆蔻花"
"3373","T310801337","橘叶"
"3374","T310801374","枸橘叶"
"3375","T310801547","伽南香"
"3376","T310801585","茉莉花"
"3377","T310801821","黄荆子"
"3378","T310801905","蜜炙橘红"
"3379","T310802021","枸橘梨"
"3380","T310802489","铁树叶"
"3381","T310802958","蜜麸炒香橼"
"3382","T310802959","蜜麸炒青皮"
"3383","T310802960","蜜麸炒陈皮"
"3384","T310802966","蜜麸炒枳实"
"3385","T310802967","蜜麸炒枳壳"
"3386","T310802968","蜜麸炒木香"
"3387","T310802973","蜜炙紫苏梗"
"3388","T310802977","蜜炙化橘红"
"3389","T310803046","枳实炭"
"3390","T310803047","枳壳炭"
"3391","T310803076","制香附"
"3392","T310804146","玫瑰粬"
"3393","T310807057","进口沉香"
"3394","T310901153","炒五谷虫"
"3395","T310901226","莱菔叶"
"3396","T310901228","荞麦"
"3397","T310901379","枣儿槟榔肉"
"3398","T310901388","望江南"
"3399","T310901444","山楂根"
"3400","T310901488","地枯蒌"
"3401","T310901540","六神曲炭(沪)"
"3402","T310901625","生红曲"
"3403","T310902042","山楂炭"
"3404","T310902937","鸡内金炭"
"3405","T310902949","银硝"
"3406","T310902995","红曲炭"
"3407","T311001244","臭芜荑"
"3408","T311101078","荷花"
"3409","T311101174","陈棕炭"
"3410","T311101213","蚕豆花"
"3411","T311101220","蒲葵子"
"3412","T311101233","茅针花"
"3413","T311101234","茅针花炭"
"3414","T311101240","花生衣"
"3415","T311101255","羊蹄根"
"3416","T311101294","玉荷花"
"3417","T311101416","岩柏"
"3418","T311101419","山茶花"
"3419","T311101478","大蓟根"
"3420","T311101548","仙桃草"
"3421","T311101614","天名精"
"3422","T311101654","生莲房"
"3423","T311101657","艾叶炭"
"3424","T311101683","槐角炭"
"3425","T311101684","槐米炭"
"3426","T311102082","三七"
"3427","T311102938","鲜白茅根"
"3428","T311102983","草蒲黄炭"
"3429","T311103019","炒艾叶"
"3430","T311106429","砂炒牛角䚡"
"3431","T311106712","金墨"
"3432","T311200556","米炒斑蝥"
"3433","T311200955","铁包金"
"3434","T311201087","紫荆皮"
"3435","T311201098","益母花"
"3436","T311201263","红孩儿(薯茛)"
"3437","T311201267","童子益母草"
"3438","T311201291","生红娘虫"
"3439","T311201293","生枫香脂"
"3440","T311201320","炒土鳖虫"
"3441","T311201322","炒丝瓜络"
"3442","T311201332","水苦荬"
"3443","T311201351","桃树根"
"3444","T311201410","干漆炭"
"3445","T311201448","小金牛草"
"3446","T311201491","土牛膝"
"3447","T311201518","制没药"
"3448","T311201519","制枫香脂"
"3449","T311201527","刘寄奴"
"3450","T311201539","六轴子"
"3451","T311201561","鼠妇虫"
"3452","T311201948","盐炒牛膝"
"3453","T311202462","酒延胡索"
"3454","T311202656","炒虻虫"
"3455","T311202991","益母草"
"3456","T311203007","白平子"
"3457","T311203009","牛膝炭"
"3458","T311203036","炒川芎"
"3459","T311203041","炒五灵脂"
"3460","T311203042","炒丹参"
"3461","T311203085","制乳香"
"3462","T311203234","失笑散"
"3463","T311204156","桃仁霜"
"3464","T311206292","猪心血拌丹参"
"3465","T311206707","山羊血"
"3466","T311206907","吊筋药"
"3467","T311300301","生关白附"
"3468","T311300980","鹅管石"
"3469","T311301126","煅鹅管石"
"3470","T311301163","青铅"
"3471","T311301203","蜜炙白苏子"
"3472","T311301218","蔊菜"
"3473","T311301219","蒸百部"
"3474","T311301249","肺形草"
"3475","T311301250","肥皂子"
"3476","T311301254","老君须"
"3477","T311301266","竹蝗"
"3478","T311301271","石木耳"
"3479","T311301277","白螺蛳壳"
"3480","T311301280","白苏子"
"3481","T311301296","狼苔"
"3482","T311301305","煅白螺蛳壳"
"3483","T311301326","海粉"
"3484","T311301386","木犀花"
"3485","T311301389","曼陀罗子"
"3486","T311301413","川贝母粉"
"3487","T311301472","天竹子"
"3488","T311301473","天浆壳"
"3489","T311301477","大金牛草"
"3490","T311301502","千日红"
"3491","T311301618","佛耳草"
"3492","T311301906","蜜桔梗"
"3493","T311301926","胡颓子叶"
"3494","T311301958","瓜蒌子霜"
"3495","T311302069","制关白附"
"3496","T311302883","制南星(掌叶半夏)"
"3497","T311302886","人工天竺黄"
"3498","T311302932","黄瓜藤"
"3499","T311302936","鸬鹚涎"
"3500","T311302978","蜜南葶苈子"
"3501","T311302982","蒸紫菀"
"3502","T311303022","炒白前"
"3503","T311303029","炒款冬花"
"3504","T311303034","炒枇杷叶"
"3505","T311303038","炒南葶苈子"
"3506","T311303055","朝天子"
"3507","T311303063","姜炙竹茹"
"3508","T311303073","南葶苈子"
"3509","T311303077","制胆星(掌叶半夏)"
"3510","T311303083","制洋金花"
"3511","T311303358","生天南星(掌叶半夏)"
"3512","T311303893","海蛤散"
"3513","T311304139","芝麻杆"
"3514","T311304157","苏子霜"
"3515","T311306710","甜杏仁"
"3516","T311306895","蜜炙枇杷叶"
"3517","T311306896","蜜炙旋覆花"
"3518","T311306897","蜜炙款冬花"
"3519","T311306900","蜜炙马兜铃"
"3520","T311401079","茯神木"
"3521","T311401154","灵芝粉"
"3522","T311401177","铁落"
"3523","T311401200","西小草"
"3524","T311401211","蛇含石"
"3525","T311401283","白石英"
"3526","T311401300","煅龙骨"
"3527","T311401304","煅蛇含石"
"3528","T311401306","煅白石英"
"3529","T311401307","煅制紫石英"
"3530","T311401325","淮小麦"
"3531","T311401655","茯神"
"3532","T311401874","青黛拌灯心草"
"3533","T311401976","煅龙齿"
"3534","T311402027","朱砂拌灯心草"
"3535","T311402942","飞琥珀"
"3536","T311402981","蕤仁霜"
"3537","T311403052","朱砂拌茯神"
"3538","T311403070","合欢米"
"3539","T311501128","煅紫贝齿"
"3540","T311501253","老秋蝉"
"3541","T311501256","羊角"
"3542","T311501348","桑树根"
"3543","T311501431","熊胆仁"
"3544","T311501469","天龙"
"3545","T311502969","蜜麸炒天麻"
"3546","T311502971","蜜麸炒僵蚕"
"3547","T311502994","盐煅石决明"
"3548","T311601275","皂荚子"
"3549","T311603060","小黄花菜根"
"3550","T311606178","人工麝香"
"3551","T311700939","当归尾"
"3552","T311701010","肉桂粉"
"3553","T311701075","菟丝子饼"
"3554","T311701089","紫梢花"
"3555","T311701123","熟地黄炭"
"3556","T311701151","炒天冬"
"3557","T311701179","金雀花"
"3558","T311701189","酒洗当归身"
"3559","T311701190","酒洗当归尾"
"3560","T311701191","酒当归身"
"3561","T311701192","酒当归尾"
"3562","T311701201","蜜麸山药"
"3563","T311701209","蛤粉炒线鱼胶"
"3564","T311701257","羊乳根"
"3565","T311701260","绞股蓝"
"3566","T311701285","白扁豆衣"
"3567","T311701289","生鳖甲"
"3568","T311701303","煅针砂"
"3569","T311701314","炒白扁豆衣"
"3570","T311701319","炒当归身"
"3571","T311701350","桃胶"
"3572","T311701377","枸杞叶"
"3573","T311701399","当归身"
"3574","T311701400","当归身炭"
"3575","T311701420","鹿鞭"
"3576","T311701427","狗肾粉"
"3577","T311701428","狗肾"
"3578","T311701505","制黄精"
"3579","T311701506","制鹿筋"
"3580","T311701523","制女贞子"
"3581","T311701536","农吉利"
"3582","T311701573","金雀根"
"3583","T311701592","红参须"
"3584","T311701619","人参须"
"3585","T311701688","当归炭"
"3586","T311701912","蒲黄炒阿胶珠"
"3587","T311701978","煅阳起石"
"3588","T311702077","人参芦"
"3589","T311702505","鹿角粉"
"3590","T311702562","蛤蚧粉"
"3591","T311702589","续断"
"3592","T311702685","水獭肝"
"3593","T311702766","人参粉"
"3594","T311702810","蜜炙甘草"
"3595","T311702828","白术炭"
"3596","T311702888","黑枣"
"3597","T311702906","鹿茸血片"
"3598","T311702933","鹿角胶霜"
"3599","T311702934","鹿茸粉片"
"3600","T311702939","高丽红参"
"3601","T311702944","酒洗当归"
"3602","T311702953","金樱子根"
"3603","T311702956","西洋参(原支)"
"3604","T311702957","蜜麸炒黄芪"
"3605","T311702964","蜜麸炒白芍"
"3606","T311702965","蜜麸炒白术"
"3607","T311702970","蜜麸炒党参"
"3608","T311702987","肉苁蓉"
"3609","T311702998","秫米"
"3610","T311703002","砂仁拌熟地黄"
"3611","T311703003","石斛"
"3612","T311703006","白芍炭"
"3613","T311703015","炒麦冬"
"3614","T311703020","炒续断"
"3615","T311703024","炒甘草"
"3616","T311703026","炒玉竹"
"3617","T311703027","炒熟地黄"
"3618","T311703033","炒枸杞子"
"3619","T311703035","炒当归"
"3620","T311703044","海蛆"
"3621","T311703045","柘木"
"3622","T311703048","林下山参粉"
"3623","T311703049","林下山参"
"3624","T311703078","制白术"
"3625","T311703080","制玉竹"
"3626","T311703895","马料豆"
"3627","T311704125","枫斗"
"3628","T311704129","鲜沙参"
"3629","T311705402","红参芦"
"3630","T311706711","坎炁"
"3631","T311706894","粉沙参"
"3632","T311706898","蜜炙黄芪"
"3633","T311706905","鹿胎"
"3634","T311706906","黄唇胶"
"3635","T311707056","进口肉桂"
"3636","T311801124","煨肉豆蔻"
"3637","T311801169","青果核"
"3638","T311801170","青果核炭"
"3639","T311801206","没食子"
"3640","T311801214","蚕茧壳"
"3641","T311801216","薜荔果"
"3642","T311801284","白石脂"
"3643","T311801287","瘪桃干"
"3644","T311801308","煅制禹余粮"
"3645","T311801317","炒桑螵蛸"
